sku,use_type,use_duration
51BLSL106,Cosméticos,Mensual
51BLSL107,Presbicia,Mensual
23CBAO101,Solución,
23CBAO101,Solución,
462852902-P,Óculos,Solar
53ALOF107,Gotas,
51ALDL102,Miopía e Hipermetropía,Diario
457610806-P,Óculos,Solar
457701607-P,Óculos,Solar
460708818-P,Óculos,Receituário
347-P,Acessórios,Acessórios
51ALDL103,Presbicia,Diario
462800107-P,Óculos,Solar
460700118-P,Óculos,Receituário
460701418-P,Óculos,Receituário
462800118-P,Óculos,Receituário
460708807-P,Óculos,Solar
460700107-P,Óculos,Solar
53ALTE101,Gotas,
378,Astigmatismo,Mensual
454002006-P,Óculos,Solar
53BLNT101,Solución,
379,Astigmatismo,Mensual
53BLNT102,Solución,
53BLNT103,Solución,
463453907-P,Óculos,Solar
410050518,Óculos,Receituário
53BLNT104,Solución,
53BLNT105,Solución,
53BLRE105,Solución,
53BLRE107,Gotas,
202020-p,Óculos,Receituário
458834501-P,Óculos,Solar
457940918-P,Óculos,Receituário
460245504A-P,Óculos,Solar
462246718-P,Óculos,Receituário
462246702-P,Óculos,Receituário
41ALDL104,Presbicia,Diario
41ALDL104,Presbicia,Diario
461249418-P,Óculos,Receituário
31RFPF101,Cosméticos,Mensual
31RFPF102,Cosméticos,Mensual
462151518-P,Óculos,Receituário
462134501-P,Óculos,Solar
41ALDL105,Miopía e Hipermetropía,Diario
41ALDL105,Miopía e Hipermetropía,Diario
33SSON101,Solución,
33SSSA101,Gotas,
23ALOF106,Gotas,
23ALOF106,Gotas,
463201418-P,Óculos,Receituário
41CVBF109,Astigmatismo extra rango,Mensual
41CVBF109,Astigmatismo extra rango,Mensual
200,Sem Grau,Mensual
460700118-P,Óculos,Receituário
41CVBF109,Astigmatismo extra rango,Mensual
31CVCL101,Miopía e Hipermetropía,Diario
458642202-P,Óculos,Receituário
31CVCL102,Astigmatismo,Diario
457747403-P,Óculos,Solar
462900307-P,Óculos,Solar
31CVCL103,Presbicia,Diario
31CVBF108,Miopía e Hipermetropía,Mensual
31CVBF109,Astigmatismo extra rango,Mensual
33BLRE106,Solución,
31ALDL101,Miopía e Hipermetropía,Diario
31ALDL101,Miopía e Hipermetropía,Diario
463601401-P,Óculos,Solar
461049218-P,Óculos,Receituário
458301401-P,Óculos,Solar
462852918-P,Óculos,Receituário
21ALDL107,Miopía e Hipermetropía,Diario
463047618-P,Óculos,Receituário
21ALDL107,Miopía e Hipermetropía,Diario
463500310-P,Óculos,Receituário
23TAYA101,Gotas,
23ALOF107,Solución,
23ALOF107,Solución,
23OPFG104,Gotas,
23OPFG104,Gotas,
23OPHI103,Gotas,
23OPHI103,Gotas,
43ALOF106,Solución,
43ALOF106,Solución,
43ALOF108,Gotas,
43ALOF108,Gotas,
21XXXX103,Astigmatismo extra rango,Anual
21ASAS101,Miopía e Hipermetropía,Mensual
21ASAS101,Miopía e Hipermetropía,Mensual
21BLLR102,Cosméticos,Mensual
21BLLR102,Cosméticos,Mensual
481,Miopía e Hipermetropía,Anual
21BLSL108,Cosméticos,Mensual
21BLSL108,Cosméticos,Mensual
51BLUT101,Miopía e Hipermetropía,Mensual
51BLUT102,Presbicia,Mensual
340,Astigmatismo,Anual
43BLSS101,Solución,
43BLSS101,Solución,
21SVXT101,Miopía e Hipermetropía,Mensual
300004048-P,Óculos,Solar
211,Sem Grau,Trimestral
43BLRE106,Solución,
43BLRE106,Solución,
51CVBF109,Presbicia,Mensual
51CVCL102,Astigmatismo,Diario
31ALDL102,Astigmatismo,Diario
31ALDL102,Astigmatismo,Diario
240043704-P,Óculos,Solar
33CVCF101,Gotas,
33CVAE101,Solución,
33CVAE102,Solución,
200240103-P,Óculos,Receituário
460548918-P,Óculos,Receituário
33CVAE103,Solución,
4532089401A-P,Óculos,Solar
33CVHC101,Solución,
33CVHC102,Solución,
33CVHC103,Solución,
33SCOY101,Gotas,
200240031-P,Óculos,Receituário
33SCRY101,Solución,
33SCRY102,Solución,
21ALAO122,Astigmatismo,Mensual
21ALAO122,Astigmatismo,Mensual
51BLLR101,Cosméticos,Mensual
51BLUT103,Astigmatismo,Mensual
25VOVO101,Gafas,
25AIAI101,Gafas,
24RLRL201,Gafas,
22CLCL101,Gafas,
22SHSH101,Gafas,
22CLCL102,Gafas,
22LTLT101,Gafas,
22XXXX103,Gafas,
22XXXX104,Gafas,
22OVOV101,Gafas,
22OTOT132,Gafas,
22LTLT102,Gafas,
22OVOV102,Gafas,
22VXVX101,Gafas,
460201606-P,Óculos,Solar
22VXVX102,Gafas,
22CLCL103,Gafas,
22LTLT104,Gafas,
2OIBIB101,Solución,
2OIBMP101,Otros,
43CBAO101,Solución,
43CBAO101,Solución,
53BLRE102,Solución,
21SVXT102,Astigmatismo,Mensual
2CXS-159,Combo,Combo
24OAOA103,Gafas,
353,Sem Grau,Mensual
24OAOA104,Gafas,
458902318-P,Óculos,Receituário
24OAOA105,Gafas,
23ALSY101,Gotas,
450013403-P,Óculos,Solar
23ALSY102,Gotas,
281,Miopía e Hipermetropía,Diario
23ALSY103,Gotas,
23ALSY104,Gotas,
23ALSY105,Gotas,
458601401-P,Óculos,Solar
354,Acessórios,Acessórios
450213403-P,Óculos,Solar
460101707-p,Óculos,Solar
23ALSY106,Gotas,
27ALVT101,Otros,
27ALVT102,Otros,
27ALSY101,Cosméticos,
40BLLR402,Otros,
378,Astigmatismo,Mensual
21BLBT101,Miopía e Hipermetropía,Diario
452240318-p,Óculos,Receituário
21BLBT101,Miopía e Hipermetropía,Diario
452601418-p,Óculos,Receituário
452641218-p,Óculos,Receituário
27BLMB101,Otros,
453308401-p,Óculos,Solar
451842118-P,Óculos,Receituário
453500301-p,Óculos,Solar
453601401-p,Óculos,Solar
458902303-P,Óculos,Solar
451712418-p,Óculos,Receituário
350020307-p,Óculos,Solar
21BLLR101,Cosméticos,Mensual
450210801-P,Óculos,Solar
454403501-P,Óculos,Solar
454510706-P,Óculos,Solar
454500107-P,Óculos,Solar
454610806-P,Óculos,Solar
454610706-P,Óculos,Solar
356,Formulado,Diario
360,Formulado,Mensual
455146318-P,Óculos,Receituário
21BLLR101,Cosméticos,Mensual
453001401-P,Óculos,Solar
456919318-P,Óculos,Receituário
454800602-P,Óculos,Solar
450212218-P,Óculos,Receituário
450213418-P,Óculos,Receituário
454901402-P,Óculos,Solar
33BLSS101,Solución,
21ALAO123,Presbicia,Mensual
21ALAO123,Presbicia,Mensual
455300118-P,Óculos,Receituário
457346618-P,Óculos,Receituário
53BLBO101,Solución,
23BLSS101,Solución,
463101404-P,Óculos,Solar
23BLSS101,Solución,
31ALDL103,Miopía e Hipermetropía,Diario
31ALDL103,Miopía e Hipermetropía,Diario
20273,Acessórios,Acessórios
461049118-P,Óculos,Receituário
41ALDL101,Miopía e Hipermetropía,Diario
41ALDL101,Miopía e Hipermetropía,Diario
26CYHW502,Gafas,Anual
24RLRL202,Gafas,
451550306-P,Óculos,Solar
462340418-P,Óculos,Receituário
462340402-P,Óculos,Solar
24RLRL203,Gafas,
24RLRL204,Gafas,
24RLRL205,Gafas,
25AIAI102,Gafas,
25AIAI103,Gafas,
25VOVO102,Gafas,
460046003-P,Óculos,Solar
25VOVO103,Gafas,
210001618-p,Óculos,Receituário
26CYHW505,Halloween,Anual
459200318-P,Óculos,Receituário
26CYHW522,Halloween,Anual
462802002-P,Óculos,Solar
457550818-P,Óculos,Receituário
26CYHW526,Halloween,Anual
26CYHW527,Halloween,Anual
457547318-P,Óculos,Receituário
36NVHW508,Halloween,Anual
36NVHW510,Halloween,Anual
36NVHW511,Halloween,Anual
458834501-P,Óculos,Solar
36NVHW512,Halloween,Anual
457940918-P,Óculos,Receituário
460245504A-P,Óculos,Solar
36NVHW518,Halloween,Anual
461249418-P,Óculos,Receituário
310001418-P,Óculos,Receituário
36NVHW519,Halloween,Anual
36NVHW522,Halloween,Anual
36NVHW523,Halloween,Mensual
459948418-P,Óculos,Receituário
453800106-p,Óculos,Solar
2CXS-167,Combo,Combo
36NVHW526,Halloween,Anual
453800307-P,Óculos,Solar
451347603-P,Óculos,Solar
36NVHW527,Halloween,Anual
36NVHW529,Halloween,Anual
36NVHW531,Halloween,Anual
36NVHW532,Halloween,Anual
462900307-P,Óculos,Solar
46BKHW501,Halloween,Anual
300,Astigmatismo,Diario
46BKHW503,Halloween,Anual
46BKHW505,Halloween,Anual
461750501-P,Óculos,Solar
461850601-P,Óculos,Solar
459048018-P,Óculos,Receituário
46BKHW509,Halloween,Anual
46BKHW510,Halloween,Anual
207SEMGRAU,Sem Grau,Anual
462452318-P,Óculos,Receituário
461249407-P,Óculos,Solar
207,Sem Grau,Anual
46BKHW511,Halloween,Anual
46BKHW513,Halloween,Anual
46BKHW519,Halloween,Anual
46BKHW523,Halloween,Anual
46BKHW528,Halloween,Anual
46BKHW531,Halloween,Anual
46BKHW543,Halloween,Anual
30ALDL402,Otros,
30ALFL405,Otros,
40ALAO110,Otros,
26CYHW555,Halloween,Anual
26CYHW552,Halloween,Anual
40BLLR101,Otros,
25AIAI104,Gafas,
25AIAI105,Gafas,
24RLRL206,Gafas,
454002006-P,Óculos,Solar
24RLRL207,Gafas,
463101618-P,Óculos,Receituário
25VOVO104,Gafas,
462300118-P,Óculos,Receituário
25VOVO105,Gafas,
26CYHW518,Halloween,Anual
26CYHW515,Halloween,Anual
26CYHW528,Halloween,Anual
24OAOA106,Gafas,
24OAOA107,Gafas,
25AIAI106,Gafas,
25VOVO106,Gafas,
21JJAC120-LP,Miopía e Hipermetropía,Quincenal
21CVBF105-LP,Miopía e Hipermetropía,Mensual
21CVBF104-LP,Astigmatismo,Mensual
21CVBF103-LP,Presbicia,Mensual
21JJAC119-LP,Astigmatismo,Quincenal
210045618,Óculos,Receituário
21ALAO121-LP,Miopía e Hipermetropía,Mensual
21ALAO122-LP,Astigmatismo,Mensual
458801418-P,Óculos,Receituário
21ALAO123-LP,Presbicia,Mensual
450113418-P,Óculos,Receituário
53CBAO101,Solución,
31ALFL108,Cosméticos,Diario
458001418-P,Óculos,Receituário
31ALFL108,Cosméticos,Diario
463201418-P,Óculos,Receituário
201,Formulado,Anual
31ALAO110,Miopía e Hipermetropía,Mensual
33ALOF109,Solución,
33ALOF109,Solución,
461349618-P,Óculos,Receituário
33ALOF106,Solución,
462151618-P,Óculos,Receituário
462452318-P,Óculos,Receituário
33ALOF106,Solución,
462452418-P,Óculos,Receituário
33ALOF108,Gotas,
462452301-P,Óculos,Solar
33ALOF108,Gotas,
462452402-P,Óculos,Solar
33ALOF107,Gotas,
31ALFL106,Cosméticos,Mensual
31ALFL106,Cosméticos,Mensual
457747403-P,Óculos,Solar
31ALFL107,Cosméticos,Mensual
462852902-P,Óculos,Solar
31ALFL107,Cosméticos,Mensual
21BLSL109,Presbicia,Mensual
463500310-P,Óculos,Receituário
450112418-P,Óculos,Receituário
457701607-P,Óculos,Solar
21BLSL109,Presbicia,Mensual
24CXCX101,Gafas,
207SEMGRAU,Sem Grau,Anual
461049218-P,Óculos,Receituário
24CXCX101,Gafas,
24CXCX101,Gafas,
24CXCX102,Gafas,
24CXCX102,Gafas,
462901418-P,Óculos,Receituário
24CXCX102,Gafas,
24CXCX103,Gafas,
24CXCX103,Gafas,
24CXCX103,Gafas,
24CXCX104,Gafas,
453247218-P,Óculos,Receituário
24CXCX104,Gafas,
24CXCX104,Gafas,
401-20,Solución,Higienização
24CXCX105,Gafas,
43-02-03,Acessórios,Acessórios
24CXCX105,Gafas,
24CXCX105,Gafas,
463353718-P,Óculos,Receituário
24CXCX106,Gafas,
24CXCX106,Gafas,
24CXCX106,Gafas,
457847518-P,Óculos,Receituário
24CXCX107,Gafas,
24CXCX107,Gafas,
24CXCX107,Gafas,
210000307-P,Óculos,Solar
463145128-P,Óculos,Solar
51JJAC119-LP,Astigmatismo,Quincenal
51JJAC120-LP,Miopía e Hipermetropía,Quincenal
21ALAO103-LP,Presbicia,Mensual
21PRCV102-LP,Presbicia,Mensual
450210818,Óculos,Receituário
450112201-p,Óculos,Solar
21ALAO107-LP,Miopía e Hipermetropía,Mensual
21BLPV101-LP,Miopía e Hipermetropía,Mensual
21BLSL104-LP,Miopía e Hipermetropía,Mensual
21ASAS101-LP,Miopía e Hipermetropía,Mensual
21JJAC122-LP,Miopía e Hipermetropía,Diario
21CVBM102-LP,Miopía e Hipermetropía,Mensual
21CVAV105-LP,Miopía e Hipermetropía,Mensual
21ALAO108-LP,Miopía e Hipermetropía,Mensual
21PRCV106-LP,Miopía e Hipermetropía,Diario
21PRCV105-LP,Miopía e Hipermetropía,Mensual
21SVXT102-LP,Astigmatismo,Mensual
21ALAO104-LP,Astigmatismo,Mensual
458902318-P,Óculos,Receituário
21PRCV107-LP,Astigmatismo,Mensual
462352201-P,Óculos,Solar
21PRCV101-LP,Astigmatismo extra rango,Mensual
21JJAC123-LP,Astigmatismo,Diario
21ALDL103-LP,Astigmatismo,Diario
21SVXT101-LP,Miopía e Hipermetropía,Mensual
21JJAC121-LP,Miopía e Hipermetropía,Quincenal
21ALDL107-LP,Miopía e Hipermetropía,Diario
24MKMK101,Gafas,
24MKMK101,Gafas,
24MKMK101,Gafas,
450110818-P,Óculos,Receituário
24MKMK102,Gafas,
24MKMK102,Gafas,
24MKMK102,Gafas,
24MKMK103,Gafas,
24MKMK103,Gafas,
24MKMK103,Gafas,
24MKMK104,Gafas,
24MKMK104,Gafas,
24MKMK104,Gafas,
24MKMK105,Gafas,
24MKMK105,Gafas,
24MKMK105,Gafas,
24MKMK106,Gafas,
24MKMK106,Gafas,
24MKMK106,Gafas,
34MKMK106,Gafas,
34MKMK106,Gafas,
34MKMK106,Gafas,
34MKMK105,Gafas,
34MKMK105,Gafas,
320044518-P,Óculos,Receituário
202020-p,Óculos,Receituário
34MKMK105,Gafas,
34MKMK101,Gafas,
450110801-p,Óculos,Solar
34MKMK101,Gafas,
34MKMK101,Gafas,
34MKMK102,Gafas,
450601726,Óculos,Solar
34MKMK102,Gafas,
34MKMK102,Gafas,
34MKMK104,Gafas,
34MKMK104,Gafas,
34MKMK104,Gafas,
460201606-P,Óculos,Solar
34MKMK103,Gafas,
34MKMK103,Gafas,
34MKMK103,Gafas,
31ALAO121-LP,Miopía e Hipermetropía,Mensual
31ALAO121-LP,Miopía e Hipermetropía,Mensual
43BLRE107,Solución,
43BLRE107,Solución,
43BLRE108,Solución,
43BLRE108,Solución,
453208918A-P,Óculos,Receituário
207,Sem Grau,Anual
43BLRE108,Solución,
43BLRE108,Solución,
31ALAO122-LP,Astigmatismo,Mensual
31ALAO122-LP,Astigmatismo,Mensual
31ALAO123-LP,Presbicia,Mensual
31ALAO123-LP,Presbicia,Mensual
31ALAO105-LP,Presbicia,Mensual
33ALKT101,Solución,
33ALKT101,Solución,
36ALFL101,Cosméticos,Mensual
51ALAO119-LP,Miopía e Hipermetropía,Mensual
52VXVX101,Gafas,
52VXVX102,Gafas,
52VXVX103,Gafas,
52VXVX104,Gafas,
52VXVX105,Gafas,
52VXVX106,Gafas,
52VXVX107,Gafas,
52VXVX108,Gafas,
52VXVX109,Gafas,
52VXVX110,Gafas,
52VXVX111,Gafas,
52VXVX112,Gafas,
52VXVX113,Gafas,
52VXVX114,Gafas,
52VXVX115,Gafas,
52VXVX116,Gafas,
52VXVX117,Gafas,
52VXVX118,Gafas,
52VXVX119,Gafas,
52VXVX120,Gafas,
52VXVX121,Gafas,
52VXVX122,Gafas,
450501724-p,Óculos,Solar
450500303,Óculos,Solar
52VXVX123,Gafas,
207SEMGRAU,Sem Grau,Anual
52VXVX124,Gafas,
450113418-P,Óculos,Receituário
52VXVX125,Gafas,
52VXVX126,Gafas,
52VXVX127,Gafas,
52VXVX128,Gafas,
463051918-P,Óculos,Receituário
461249407-P,Óculos,Solar
52VXVX129,Gafas,
52VXVX130,Gafas,
52VXVX131,Gafas,
52VXVX132,Gafas,
52ESES101,Gafas,
52ESES102,Gafas,
52GRGR101,Gafas,
52EOEO101,Gafas,
52GRGR102,Gafas,
52GRGR103,Gafas,
52GRGR104,Gafas,
52GRGR105,Gafas,
52GRGR106,Gafas,
200201401-P,Óculos,Receituário
52GRGR107,Gafas,
52UXUX101,Gafas,
52UXUX102,Gafas,
52ESES103,Gafas,
52ESES104,Gafas,
52ESES105,Gafas,
52ESES106,Gafas,
52ESES107,Gafas,
52GRGR108,Gafas,
52GRGR109,Gafas,
461049118-P,Óculos,Receituário
52GRGR110,Gafas,
52GRGR111,Gafas,
52GRGR112,Gafas,
52GRGR113,Gafas,
52GRGR114,Gafas,
52GRGR115,Gafas,
52GRGR116,Gafas,
52GRGR117,Gafas,
52GRGR118,Gafas,
52GRGR120,Gafas,
52GRGR121,Gafas,
52GRGR122,Gafas,
55AIAI101,Gafas,
55AIAI102,Gafas,
55AIAI103,Gafas,
55AIAI104,Gafas,
55AIAI105,Gafas,
55AIAI106,Gafas,
55AIAI107,Gafas,
457610806-P,Óculos,Solar
55AIAI108,Gafas,
55AIAI109,Gafas,
55AIAI110,Gafas,
463351918-P,Óculos,Receituário
55AIAI111,Gafas,
55AIAI112,Gafas,
55AIAI113,Gafas,
453801401-p,Óculos,Solar
55JMJM101,Gafas,
55JMJM102,Gafas,
379,Astigmatismo,Mensual
55JMJM103,Gafas,
55JMJM104,Gafas,
230014203-P,Óculos,Solar
55JMJM105,Gafas,
55JMJM106,Gafas,
55JMJM107,Gafas,
55JMJM108,Gafas,
210042601-P,Óculos,Solar
55JMJM109,Gafas,
55JMJM110,Gafas,
457547218-P,Óculos,Receituário
55JMJM111,Gafas,
55JMJM112,Gafas,
450210801-P,Óculos,Solar
457400107-P,Óculos,Solar
55RBRB101,Gafas,
55RBRB102,Gafas,
55RBRB103,Gafas,
55RBRB104,Gafas,
55RBRB105,Gafas,
55RBRB106,Gafas,
55RBRB107,Gafas,
55RBRB108,Gafas,
55RBRB109,Gafas,
453247202-P,Óculos,Solar
459801118-P,Óculos,Receituário
55RBRB110,Gafas,
21BLUT101,Miopía e Hipermetropía,Mensual
210048218-P,Óculos,Receituário
21BLUT101,Miopía e Hipermetropía,Mensual
21BLUT102,Astigmatismo,Mensual
21BLUT102,Astigmatismo,Mensual
21BLUT103,Presbicia,Mensual
21BLUT103,Presbicia,Mensual
55RBRB111,Gafas,
55RBRB112,Gafas,
55RBRB113,Gafas,
55RBRB114,Gafas,
250012218-P,Óculos,Receituário
55RBRB115,Gafas,
55RBRB116,Gafas,
55RBRB117,Gafas,
55RBRB118,Gafas,
55RBRB119,Gafas,
55RBRB120,Gafas,
55RBRB121,Gafas,
55RBRB122,Gafas,
55RBRB123,Gafas,
55RBRB124,Gafas,
55RBRB125,Gafas,
55RBRB126,Gafas,
55RBRB127,Gafas,
55RBRB128,Gafas,
55RBRB129,Gafas,
55RBRB130,Gafas,
55RBRB131,Gafas,
55RBRB132,Gafas,
55RBRB133,Gafas,
55RBRB134,Gafas,
55RBRB135,Gafas,
55RBRB136,Gafas,
55RBRB137,Gafas,
55RBRB138,Gafas,
55RBRB139,Gafas,
55RBRB140,Gafas,
55RBRB141,Gafas,
55RBRB142,Gafas,
454001618-p,Óculos,Receituário
55VOVO101,Gafas,
458047603-P,Óculos,Solar
55VOVO102,Gafas,
55VOVO103,Gafas,
55VOVO104,Gafas,
462400118-P,Óculos,Receituário
55VOVO105,Gafas,
462400106-P,Óculos,Solar
55VOVO106,Gafas,
55VOVO107,Gafas,
55VOVO108,Gafas,
451842118-P,Óculos,Receituário
55VOVO109,Gafas,
55VOVO110,Gafas,
55VOVO111,Gafas,
416560171,Óculos,Solar
55VOVO112,Gafas,
450212406-P,Óculos,Solar
450212201,Óculos,Solar
462342101-P,Óculos,Solar
55VOVO113,Gafas,
55VOVO114,Gafas,
55VOVO115,Gafas,
25AIAI107,Gafas,
25AIAI108,Gafas,
25AIAI109,Gafas,
25AIAI110,Gafas,
24RLRL108,Gafas,
459201618-P,Óculos,Receituário
24RLRL109,Gafas,
24RLRL110,Gafas,
30ALFT101,Otros,
459001718A-P,Óculos,Receituário
55RBRB143,Gafas,
455001118-P,Óculos,Receituário
455760218-P,Óculos,Receituário
455860018-P,Óculos,Receituário
55KPKP101,Gafas,
55KPKP102,Gafas,
41JJAC119-LP,Astigmatismo,Quincenal
459001703A-P,Óculos,Solar
459048001-P,Óculos,Solar
458801418-P,Óculos,Receituário
458801401-P,Óculos,Solar
455901418-P,Óculos,Receituário
41JJAC119-LP,Astigmatismo,Quincenal
455560218-P,Óculos,Receituário
460501607-P,Óculos,Solar
52VXMO101,Gafas,
458001418-P,Óculos,Receituário
52VXMO102,Gafas,
52VXMO103,Gafas,
52VXMO104,Gafas,
52VXMO105,Gafas,
52VXMO106,Gafas,
458601418-P,Óculos,Receituário
463401402-P,Óculos,Solar
52VXMO107,Gafas,
52VXMO108,Gafas,
52VXMO109,Gafas,
52VXMO110,Gafas,
461349618-P,Óculos,Receituário
52VXMO111,Gafas,
52VXMO112,Gafas,
52VXMO113,Gafas,
52VXMO114,Gafas,
52VXMO115,Gafas,
458770018-P,Óculos,Receituário
52VXMO116,Gafas,
52VXMO117,Gafas,
52VXMO118,Gafas,
52VXMO119,Gafas,
52VXMO120,Gafas,
52VXMO121,Gafas,
52VXMO122,Gafas,
52VXMO123,Gafas,
462449006-P,Óculos,Solar
52VXMO124,Gafas,
52VXMO125,Gafas,
52VXMO126,Gafas,
462151618-P,Óculos,Receituário
462151702-P,Óculos,Solar
52VXMO127,Gafas,
52VXMO128,Gafas,
370,Miopía e Hipermetropía,Mensual
52VXMO129,Gafas,
52VXMO130,Gafas,
52VXMO131,Gafas,
52VXMO132,Gafas,
52VXMO133,Gafas,
52VXMO134,Gafas,
52VXMO135,Gafas,
462800107-P,Óculos,Solar
52VXMO136,Gafas,
52ESMO101,Gafas,
52ESMO102,Gafas,
462800118-P,Óculos,Receituário
462901418-P,Óculos,Receituário
52ESMO103,Gafas,
52ESMO104,Gafas,
52ESMO105,Gafas,
52ESMO106,Gafas,
52ESMO107,Gafas,
52ESMO108,Gafas,
52ESMO109,Gafas,
52KKMO101,Gafas,
200240103-P,Óculos,Receituário
52ESMO110,Gafas,
52ESMO111,Gafas,
463453907-P,Óculos,Solar
52ESMO112,Gafas,
463353718-P,Óculos,Receituário
52ESMO113,Gafas,
52ESMO114,Gafas,
320003418,Óculos,Receituário
52ESMO115,Gafas,
52ESMO116,Gafas,
451712406-p,Óculos,Solar
451712201-p,Óculos,Solar
52ESMO117,Gafas,
52ESMO118,Gafas,
460949003-P,Óculos,Solar
52GRMO101,Gafas,
462246718-P,Óculos,Receituário
462246702-P,Óculos,Receituário
52GRMO102,Gafas,
52GRMO103,Gafas,
52GRMO104,Gafas,
200240031-P,Óculos,Receituário
52GRMO105,Gafas,
200201401-P,Óculos,Receituário
52GRMO106,Gafas,
52GRMO107,Gafas,
52GRMO108,Gafas,
52GRMO109,Gafas,
52GRMO110,Gafas,
52GRMO111,Gafas,
52GRMO112,Gafas,
52GRMO113,Gafas,
52GRMO114,Gafas,
52GRMO115,Gafas,
52GRMO116,Gafas,
52GRMO117,Gafas,
52GRMO118,Gafas,
52GRMO119,Gafas,
52GRMO120,Gafas,
52GRMO121,Gafas,
52GRMO122,Gafas,
461942118-P,Óculos,Receituário
52GRMO123,Gafas,
52GRMO124,Gafas,
52GRMO125,Gafas,
52GRMO126,Gafas,
52GRMO127,Gafas,
24CXCX108,Gafas,
24CXCX108,Gafas,
24CXCX108,Gafas,
24CXCX109,Gafas,
459246718-P,Óculos,Receituário
24CXCX109,Gafas,
24CXCX109,Gafas,
24CXCX110,Gafas,
24CXCX110,Gafas,
24CXCX110,Gafas,
24CXCX111,Gafas,
24CXCX111,Gafas,
24CXCX111,Gafas,
24CXCX112,Gafas,
200140031-P,Óculos,Receituário
463351940-P,Óculos,Solar
24CXCX112,Gafas,
24CXCX112,Gafas,
24CXCX113,Gafas,
24CXCX113,Gafas,
24CXCX113,Gafas,
34CXCX101,Gafas,
34CXCX101,Gafas,
34CXCX101,Gafas,
453247218-P,Óculos,Receituário
462251818-P,Óculos,Receituário
34CXCX102,Gafas,
34CXCX102,Gafas,
34CXCX102,Gafas,
463145128-P,Óculos,Solar
34CXCX103,Gafas,
34CXCX103,Gafas,
34CXCX103,Gafas,
34CXCX104,Gafas,
34CXCX104,Gafas,
458401601-P,Óculos,Solar
34CXCX104,Gafas,
34CXCX105,Gafas,
34CXCX105,Gafas,
34CXCX105,Gafas,
34CXCX106,Gafas,
34CXCX106,Gafas,
401-20,Solución,Higienização
34CXCX106,Gafas,
457847518-P,Óculos,Receituário
54CXCX101,Gafas,
54CXCX102,Gafas,
54CXCX103,Gafas,
459147801-P,Óculos,Solar
54CXCX104,Gafas,
453208918A-P,Óculos,Receituário
461349718-P,Óculos,Receituário
450110818-P,Óculos,Receituário
450110801,Óculos,Solar
451201406-p,Óculos,Solar
463351918-P,Óculos,Receituário
463600330-P,Óculos,Receituário
54CXCX105,Gafas,
201CRIO128-29,,
459801118-P,Óculos,Receituário
2CXS-517,Combo,Combo
279,Sem Grau,Anual
458402303-P,Óculos,Solar
